id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
61878,MODERN LIVING AND FURNISHINGS,300211,Sasha,,District 2,32.8169,-96.82018,Entire home/apt,85,30,55,2023-12-30,0.34,1,307,2,
270936,1BR 1BA Oaklawn Condo Close to Downtown & Uptown,1417982,Robert,,District 14,32.81442,-96.81548,Entire home/apt,65,30,44,2021-12-04,0.40,1,82,0,
795703,Amazing location walk to Downtown Dallas,4191322,Michelle,,District 14,32.80327,-96.80976,Entire home/apt,243,30,70,2022-09-25,0.51,1,230,0,
826118,Far North Dallas -- Blue Room,804559,Rodney,,District 12,32.98825,-96.78926,Private room,62,14,27,2024-01-31,0.25,2,79,4,
826201,Far North Dallas -- Gray Room,804559,Rodney,,District 12,32.98853,-96.78903,Private room,54,30,32,2024-01-15,0.24,2,110,2,
860248,"Peaceful Home By the Lake: Safe, Cozy, Quiet",4505460,Judy,,District 9,32.85509,-96.70625,Private room,43,7,72,2023-09-30,0.76,3,135,4,
1154424,"Uptown, Charming Studio 1B,Fast Free WiFi Parking",6063232,Joan,,District 14,32.818684,-96.790154,Entire home/apt,89,3,94,2024-05-13,0.70,9,188,2,
1277933,The Santa Fe Suite and Maxfield Parrish Suite,6904484,C. F. Sandy,,District 11,32.92449,-96.79062,Private room,65,1,30,2019-11-09,0.34,1,322,0,
1479800,Sunny/MStreet/SMU/Trendy Greenville/Private Bath,3809024,Holly,,District 14,32.83103,-96.7638,Private room,95,2,102,2023-05-15,0.77,3,29,0,
1507428,"Uptown – Studio  #8, Free Fast WiFi Parking Cable",6063232,Joan,,District 14,32.81961,-96.78996,Entire home/apt,78,3,70,2024-05-27,0.53,9,151,2,
1826550,Private Room in Canton Townhouse,9557710,Jeff,,District 14,32.78112,-96.79165,Private room,79,1,636,2024-05-15,4.94,3,28,46,
1832427,Beautiful 3BR Canton Townhouse,9557710,Jeff,,District 2,32.77805,-96.79362,Entire home/apt,410,2,175,2024-06-03,1.39,3,114,18,
1856710,Sunny Bedroom/MStreet/SMU/Trendy Greenville Ave,3809024,Holly,,District 14,32.83531,-96.77386,Private room,95,2,43,2024-01-06,0.33,3,328,5,
2082487,"Uptown Spacious Studio #2, Free Fast WiFi Parking",6063232,Joan,,District 14,32.820461,-96.789574,Entire home/apt,89,3,61,2023-11-04,0.48,9,160,1,
2169463,The French House,11067935,Thierry,,District 13,32.90005,-96.84828,Private room,85,1,42,2022-04-03,0.34,1,358,0,
2537593,Victor's Old East Dallas Bedroom,12993311,Jan,,District 2,32.7991,-96.75911,Private room,55,5,58,2024-04-10,0.47,4,295,7,
2707172,"Queen, Walk in Shower-TV-- Internet",12321313,Judith,,District 12,32.99264,-96.83711,Private room,78,1,16,2023-11-17,0.15,2,365,2,
2762537,Safe Uptown Studio 7A Free Fast WIFI Private Entry,6063232,Joan,,District 14,32.81821,-96.78901,Entire home/apt,89,3,81,2023-12-29,0.66,9,156,2,
2800000,real Bohemian NYC-style Art loft!,7173761,Fred,,District 7,32.77919,-96.76883,Private room,150,1,328,2024-04-10,3.52,1,179,3,
2843930,Sunny/Quiet/MStreet/SMU/Trendy GreenvilleAve,3809024,Holly,,District 14,32.8355,-96.77328,Private room,95,2,45,2024-06-02,0.38,3,302,10,
2958951,"Beautiful 2-BR/BA House, close  to downtown.",885061,Roberto,,District 14,32.79452,-96.78482,Entire home/apt,126,30,32,2024-06-04,0.26,4,144,6,
2967263,Amber's first floor bedroom,12993311,Jan,,District 2,32.79924,-96.75774,Private room,70,5,49,2024-05-31,0.41,4,291,10,
2985692,"Uptown - 1 bd #6, Fast WiFi Parking Great Location",6063232,Joan,,District 14,32.81848,-96.78926,Entire home/apt,101,3,61,2024-04-14,0.50,9,163,4,
3003479,Beautiful 2 Bedroom & 2 Bath Near Uptown!,11801188,Rc,,District 2,32.80935,-96.81724,Entire home/apt,142,1,282,2024-04-30,2.37,1,302,15,
3143997,Queen Size Suite Mid Town Dallas Private Home,15962199,Teena,,District 13,32.9247,-96.82748,Private room,55,3,81,2024-05-19,0.92,1,59,14,
3199397,European Touch near White Rock Lake,16213597,Alicia,,District 9,32.81929,-96.70964,Private room,65,2,36,2018-06-04,0.30,1,1,0,
3230663,Lone Star Darling,413304,Debbie,,District 1,32.746212,-96.858727,Entire home/apt,122,3,101,2024-06-14,0.99,1,78,8,
3463371,"Uptown – Large 1 bd #1, Free Fast WiFi, Parking",6063232,Joan,,District 14,32.818684,-96.790154,Entire home/apt,101,3,39,2024-04-01,0.33,9,139,3,
3676585,Charming 'M Streets' Guest Cottage,6324192,Amy,,District 14,32.83104,-96.76606,Entire home/apt,97,2,337,2024-05-19,2.81,1,286,28,
4110844,"Bedroom w/Balcony--Walk in closet,",12321313,Judith,,District 12,32.99339,-96.83601,Private room,84,1,9,2020-09-04,0.08,2,365,0,
4311007,Walkable Dallas Urban Retreat By Downtown+KING Bed,14736042,Zagros,,District 14,32.81295,-96.76305,Entire home/apt,153,3,128,2024-06-03,1.09,1,339,20,
4311137,Zoë’s bird nest,12993311,Jan,,District 2,32.79756,-96.75751,Private room,55,5,39,2024-05-14,0.33,4,312,9,
4630130,Long Term Rental in North Dallas,22330135,Lisa,,District 12,32.99791,-96.80412,Entire home/apt,235,3,53,2023-10-16,0.47,1,354,3,
4671587,Beautiful 3 Story Townhome - Downtown Dallas,23751816,Blake,,District 2,32.78085,-96.79107,Entire home/apt,306,2,263,2024-05-26,2.26,2,307,9,
4725037,Single family 3 bed 2 baths,16468063,Danny,,District 12,32.99379,-96.87141,Entire home/apt,300,6,20,2021-08-08,0.26,4,364,0,
4833160,East Uptown Townhome w/ City View,9649521,Cory,,District 14,32.80127,-96.78623,Private room,68,30,321,2024-02-29,2.79,1,89,24,
4942190,Cozy Private Guesthouse 10 minutes from SMU & Lake,25470993,Joe,,District 9,32.85293,-96.74054,Entire home/apt,100,3,182,2024-05-06,2.44,3,225,11,
4979180,M Streets Modern Tudor with Backyard Oasis,10435889,Tiffaney,,District 14,32.83063,-96.77932,Entire home/apt,913,2,205,2024-06-02,1.82,2,320,17,
5019741,"3 Bed 2 Bath, Downtown Townhome, Modern & Peaceful",9761734,Michael,,District 14,32.79689,-96.78413,Entire home/apt,128,28,65,2023-09-13,0.57,1,307,2,
5608008,Guest Quarters/Studio Apartment,9954289,Mark,,District 1,32.74084,-96.86823,Entire home/apt,87,31,65,2024-02-08,0.59,1,228,3,
5692910,Blackbird Lofts,29514625,Lisa,,District 2,32.77722,-96.79086,Entire home/apt,325,5,176,2021-03-22,1.58,1,169,0,
6291070,"Pet friendly, high speed centrally located home!",484119371,Dre,,District 2,32.81832,-96.78003,Entire home/apt,314,3,35,2024-06-16,1.73,1,180,17,
6488857,King Bed Spa Bath Minutes From Downtown Dallas,32135472,Jamal,,District 9,32.84383,-96.67262,Entire home/apt,185,1,5,2023-07-06,0.24,1,175,1,
6913752,Condo 1500 sq ft  private sleeps 5 Master king bed,20618407,Valarie,,District 12,32.99496,-96.84095,Entire home/apt,95,20,39,2024-05-31,0.37,9,54,4,
7047741,Secluded Treasure in the Heart❤️ of the City,36887133,Vernon,,District 9,32.80841,-96.71194,Entire home/apt,91,3,549,2024-04-14,5.03,2,300,34,
7258293,Cozy Loft near Gexa Energy Pavillion,37999128,Mona,,District 5,32.76849,-96.69209,Entire home/apt,59,30,223,2024-05-18,2.06,1,113,4,
7601082,Dallas/Bishop Arts Farmhouse,3527030,Sean,,District 1,32.74994,-96.83263,Entire home/apt,175,2,172,2024-05-26,1.59,1,352,12,
7627921,N. Dallas Private room & bathroom,40014595,Carlos,,District 13,32.92284,-96.81189,Private room,46,14,33,2023-05-01,0.33,1,8,0,
7639838,Luxury In The City!,40088073,Andrea,,District 2,32.80595,-96.81825,Entire home/apt,333,1,1,2024-05-26,1,1,85,1,
7715777,The Best Dallas Has To Offer. Heated Pool/Spa!,24407447,Blake,,District 10,32.89608,-96.731537,Entire home/apt,568,2,266,2024-06-16,2.46,14,327,32,
7966111,* Nice New Home,42032525,Katie,,District 3,32.6916453,-96.9281838,Entire home/apt,149,3,15,2024-06-01,0.76,1,240,11,
8194959,Cozy Guest Home/UTSW/Market Center/Uptown,11394453,Jeff,,District 2,32.83716,-96.82378,Entire home/apt,127,3,408,2024-06-17,3.99,1,30,34,
8452797,Lovely home near White Rock Lake,27100767,Ally,,District 9,32.85106,-96.70795,Entire home/apt,175,30,93,2024-05-31,0.88,1,230,9,
8513649,The Purple House of Bishop Arts,13030399,Katrina,,District 1,32.74825,-96.82864,Entire home/apt,195,2,335,2024-06-13,3.22,5,166,43,
8568055,Private and Perfectly Located by Greenville Ave.,38961725,Theresa,,District 14,32.82246,-96.76485,Entire home/apt,77,7,47,2024-05-27,0.45,1,307,12,
8629270,Brentfield House,45385076,Alan,,District 12,32.97356,-96.78553,Entire home/apt,400,2,17,2023-11-05,0.30,1,177,2,
8716333,COZY 1 BEDROOM IN NORTH DALLAS,27296534,Katie,,District 11,32.95742,-96.8076,Private room,71,2,45,2018-04-06,0.43,1,365,0,
8731213,1000sf 2-story condo Knox/Henderson,45814261,Brian,,District 14,32.82166,-96.79399,Entire home/apt,165,30,27,2022-12-31,0.26,2,324,0,
8742873,"Private room, private bath & office/media room",45865766,Margaret,,District 12,33.00763,-96.83379,Private room,59,3,77,2024-05-31,0.73,1,325,5,
8828756,3 Beds Historic Home Lowest Greenville,46242681,John,,District 14,32.813176259475995,-96.76728383092662,Entire home/apt,197,1,20,2024-06-03,1.97,1,67,20,
9075727,Charming pet friendly bungalow/central location!,40907479,Lisa,,District 13,32.85627,-96.84056,Entire home/apt,99,3,229,2022-06-24,2.43,7,312,0,
9094457,"Uptown - 1 bd  #7, Free Fast WiFi, Parking",6063232,Joan,,District 14,32.818684,-96.790154,Entire home/apt,101,3,23,2023-10-08,0.22,9,157,1,
9300551,Lakewood area bungalow,5096616,Robert,,District 14,32.82201,-96.75809,Entire home/apt,105,30,24,2022-08-31,0.23,1,0,0,
9415835,Historic Sanctuary in the City | Hera House,48821106,Dia,,District 14,32.81272,-96.76833,Entire home/apt,87,2,98,2024-06-02,0.95,1,92,11,
9462838,Industrial Chic Stay in Oaklawn 207,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,70,30,27,2024-02-16,0.29,8,311,5,
9759515,Socozyluxe Studio in Uptown / Oak Lawn,20205060,Stan,,District 14,32.81596,-96.81054,Entire home/apt,126,2,486,2024-06-02,4.82,3,345,37,
10037035,Marble floors and Tiled shower in Oaklawn 107,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,70,30,44,2024-05-14,0.44,8,284,5,
10037226,Stay in Style! Heart of Dallas 106,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,70,30,23,2024-04-27,0.24,8,306,1,
10042361,Oaklawn furnished monthly rental 104,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,59,30,27,2024-03-09,0.28,8,312,3,
10306419,Googie's sunlit sanctuary,12993311,Jan,,District 2,32.79916,-96.75921,Private room,70,5,50,2024-06-12,0.50,4,292,6,
10313293,Dallas Bungalow - White Rock Lake,53066413,Jennifer,,District 9,32.84257,-96.74007,Entire home/apt,85,30,138,2024-05-06,1.35,1,317,3,
10354464,Charming 1 bedroom apt in historic home,27836510,Judy,,District 14,32.80187,-96.75521,Entire home/apt,115,2,160,2024-05-27,1.58,1,294,17,
10593020,Pecan Cottage,6211771,Frances,,District 9,32.80852,-96.71359,Entire home/apt,84,28,41,2024-01-31,0.40,1,110,4,
10766446,Cozy & Private Gem near White Rock Lake!,10603454,Jerod,,District 9,32.81443,-96.70419,Entire home/apt,54,1,74,2024-04-09,2.70,1,166,34,
11370969,Historic Apartment with Balcony on Swiss Avenue,21699077,Elizabeth,,District 2,32.79873,-96.77395,Entire home/apt,92,30,73,2024-04-09,0.73,2,0,5,
11438478,Private Bedroom/Bath Inwood-Love Field Station,43889052,Israel,,District 2,32.82302,-96.83167,Private room,47,31,82,2024-04-21,0.93,6,114,5,
11498438,"Clean, quiet, balcony, washer and dryer, pool view",16783105,Mike,,District 11,32.88763,-96.77053,Entire home/apt,68,10,50,2024-04-13,0.51,6,313,7,
11510807,Luxurious 3 lvl Oak Lawn/Highland Park!,37273366,City,,District 14,32.81862,-96.80791,Entire home/apt,340,2,121,2024-06-12,1.37,2,69,19,
11606945,Entire guest house in Preston Hollow,61431187,John,,District 11,32.90476,-96.80272,Entire home/apt,107,31,50,2024-04-14,0.50,1,152,2,
11639642,Lower Greenville Ave. Historic Duplex,249111,Carolyn,,District 2,32.81472,-96.77283,Entire home/apt,80,30,27,2024-05-01,0.63,1,118,3,
11656994,Two bedroom. Mid Century style close to everything,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,75,30,13,2024-01-07,0.14,8,312,4,
11757739,Nice cozy  house near Love Field,43889052,Israel,,District 2,32.84695,-96.82887,Entire home/apt,120,3,171,2024-05-20,1.70,6,297,1,
11773727,Charming Pool side Suite,62676658,Nadia,,District 12,33.00456,-96.78763,Private room,90,2,33,2024-04-08,0.33,1,297,1,
11883701,Private Room 2 Canton Townhouse,9557710,Jeff,,District 2,32.77893,-96.79058,Private room,,1,182,2024-05-14,1.87,3,0,17,
11966988,SoCozyToo Exec Suite Oaklawn/Uptown,20205060,Stan,,District 14,32.81669,-96.81073,Entire home/apt,197,2,499,2024-06-02,5.04,3,320,43,
11995979,Dallas Love,7892649,Lauryn,,District 6,32.87749,-96.86321,Entire home/apt,,10,101,2024-02-29,1.01,1,0,1,
12049690,Comfortable Modern Design House with Jacuzzi,64526429,Asher,,District 12,33.01158,-96.83751,Entire home/apt,321,1,307,2024-05-31,3.08,3,358,30,
12169059,Rare Gem in the Heart ❤️ of the City,36887133,Vernon,,District 9,32.80841,-96.71194,Entire home/apt,81,30,361,2024-03-16,3.71,2,291,5,
12245554,"Uptown – Bright 1 bd #4, Free Fast WiFi, Parking",6063232,Joan,,District 14,32.81975,-96.79046,Entire home/apt,101,3,32,2023-10-02,0.33,9,190,1,
12397251,Luxurious 3BR townhome in West Village,24649217,Van And Lynn,,District 14,32.81185,-96.79686,Entire home/apt,699,2,15,2023-12-31,0.16,1,77,2,
12759576,Ravinia Bungalow,69410401,Jim,,District 1,32.74218,-96.86933,Entire home/apt,89,1,843,2024-06-19,8.68,1,289,131,
12915291,Perfect Location- 2BR/2BA with office space,70820214,Edina And Joe,,District 11,32.94317,-96.81048,Entire home/apt,143,2,160,2024-05-13,1.63,1,307,20,
13042721,"M STREET HOUSE POOL SLEEPS 6 LOCAL, LOCAL, LOCAL",54424591,Bruce,,District 14,32.82835,-96.76814,Entire home/apt,379,3,147,2023-08-21,1.49,1,0,2,
13139581,"Stunning Room Near Uptown, Downtown, Deep Ellum",73227695,Aj,,District 14,32.79702,-96.79184,Private room,256,1,119,2022-05-13,1.22,6,363,0,
13262768,Chic ensuite room with  kitchenette/livingroom.,74141217,Fiona,,District 14,32.80227,-96.78656,Private room,85,2,208,2022-07-10,2.13,1,49,0,
13326792,Art Loft with Zen Den - Cedars / Downtown Dallas,61276660,M,,District 2,32.76758,-96.79105,Private room,94,2,61,2024-06-10,0.87,1,74,10,
13348105,New Decor! Private Studio Meets Needs & Much More!,71839752,Jonathan,,District 3,32.71103,-96.85882,Private room,121,2,143,2024-01-07,1.47,1,352,2,
13379582,Private Master Bedroom on trendy Lowest Greenville,76039395,Rob,,District 14,32.81582,-96.76825,Private room,79,2,101,2024-04-08,1.04,2,103,13,
13635641,Sophisticated gem in the historic Munger Place,23916014,Braden,,District 14,32.80039,-96.76521,Entire home/apt,107,5,18,2024-04-12,0.47,83,361,6,
14038228,Chic 2-story Loft Oasis in Historic Swiss Ave,23916014,Braden,,District 14,32.81234,-96.75664,Entire home/apt,124,5,20,2024-02-03,0.23,83,355,2,
14109983,Delightful flat in the heart of Uptown/Oaklawn.,84990738,Teresa,,District 14,32.81481,-96.80844,Entire home/apt,112,1,502,2024-06-12,5.34,1,305,89,
14135160,Comfy Clean Spacious 2BD Townhouse,85293121,Lan,,District 13,32.87513,-96.75307,Entire home/apt,,4,62,2024-04-04,0.68,1,0,7,
14230687,Conscious designed modern abiohome,13426639,Michael,,District 4,32.7441832,-96.79204709999999,Entire home/apt,185,45,0,,,1,209,0,
14341244,Luxury oasis w/resort amenities Lower Greenville,23916014,Braden,,District 14,32.811405498066236,-96.75805930849204,Entire home/apt,107,5,17,2024-05-28,0.36,83,312,7,
14372091,Sweet Retreat-Highland Park,82337322,Donna,,District 14,32.82067,-96.80682,Entire home/apt,433,3,18,2023-11-27,0.19,2,285,2,
14385675,Dallas Luxury | Condo w/Resort Pool & Gym,88343790,Sadiel,,District 14,32.79666,-96.80772,Entire home/apt,250,60,0,,,2,354,0,
14386734,Dallas at your doorstep! /Private guest suite,88358457,Jim,,District 2,32.82432,-96.83036,Private room,100,1,442,2024-06-04,4.62,1,60,78,
14430296,Cozy Room close to Downtown Dallas & SMU,42797060,Cindy,,District 14,32.84621,-96.76757,Private room,36,30,11,2019-01-18,0.12,1,323,0,
14649373,Bowser Ave Oaklawn Dallas,90964420,Rabecca,,District 14,32.81901,-96.8111,Private room,59,7,29,2021-11-22,0.31,1,0,0,
14653212,Bishop Arts Cottage,91003678,K.Irie,,District 1,32.7403758,-96.83271219999999,Entire home/apt,101,1,10,2024-06-18,6.38,1,66,10,
14839138,803 sqft Bright Trendy Uptown Studio,53212673,Grace,,District 14,32.79658,-96.79853,Entire home/apt,802,2,3,2016-10-09,0.03,1,358,0,
14843318,Empire Shared Space with Walls-Solo Travelers Only,59509385,Jeremy,,District 1,32.75502,-96.81407,Shared room,26,30,187,2024-03-17,1.97,5,59,8,
14843367,Emporium Shared Space with Walls-Solo Travelers,59509385,Jeremy,,District 1,32.75462,-96.81212,Shared room,25,30,168,2023-08-31,1.78,5,53,5,
14859551,Katy Trail Condo In Heart of Trendy Uptown!,41923076,Anj,,District 14,32.81617,-96.79579,Entire home/apt,143,2,290,2024-05-18,3.07,9,57,30,
14874252,Relaxed Dallas Uptown Townhome - Near SMU,47111572,Cynthia,,District 14,32.81339,-96.79517,Entire home/apt,147,30,107,2024-04-06,1.13,1,304,1,
14874622,Walkable Luxury Comfort Bishop Arts ★ Near It all,93232901,Ej,,District 1,32.7519,-96.82784,Entire home/apt,105,1,477,2024-06-09,5.12,12,303,44,
14947097,Dallas- Lakewood - On the Creek by White Rock Lake,36558634,Matt,,District 9,32.83724,-96.74616,Entire home/apt,500,30,5,2022-05-18,0.05,1,164,0,
15050487,"Cozy, Relax and, Charming 3/2 Home",16354066,Daniel,,District 3,32.65104,-96.94424,Entire home/apt,153,3,230,2024-06-05,2.44,1,345,23,
15073911,Fam Friendly 4 BDRM Home - Walk to Shops/Bars,39191637,Lee,,District 14,32.81566619873047,-96.78305053710938,Entire home/apt,227,2,192,2024-06-09,2.04,6,217,11,
15110568,"Cozy Nest - Near SMU, Convention Center & Downtown",95719694,Linda,,District 14,32.82881,-96.77874,Private room,60,2,484,2024-05-31,5.14,1,113,52,
15131990,Uptown Luxury Designer Home with Spa/Outdoor Oasis,58642120,Rj,,District 14,32.80997,-96.80418,Entire home/apt,221,2,235,2024-05-26,2.51,1,354,31,
15132179,"Cozy Studio with Pool near Bishop Arts, Downtown",58996139,Jennifer,,District 3,32.69983316559001,-96.86833587797354,Entire home/apt,250,2,35,2024-05-25,0.47,1,291,2,
15132655,Stylish Stone Bungalow at White Rock Lake,95945165,Mary Jo,,District 9,32.84044,-96.713,Entire home/apt,177,3,136,2024-04-28,1.46,1,113,22,
15132865,Stylish 3-BDRM Home |Near DT| Walk to Bars & Shops,39191637,Lee,,District 14,32.81565856933594,-96.7830810546875,Entire home/apt,269,2,129,2024-05-31,1.40,6,215,12,
15220305,Lovely Luxury 1-Bedroom Apt Midtown Dallas,96719766,Steven,,District 11,32.94707,-96.82246,Entire home/apt,190,2,1,2022-08-25,0.05,1,89,0,
15237714,Uptown/Downtown Modern Apartment,96828245,Chris,,District 2,32.80637,-96.78897,Entire home/apt,215,15,50,2021-03-16,0.53,1,364,0,
15342315,Charming Cabin Near Deep Ellum & Fair Park,10487666,Grady,,District 5,32.76427,-96.6942,Entire home/apt,63,1,1207,2024-06-18,13.39,3,58,155,
15396018,Modern Artsy Oak Lawn Oasis,98459184,Kris,,District 2,32.82142,-96.8228,Entire home/apt,269,30,17,2023-06-05,0.74,1,113,0,
15396199,Perfect Mansion Park Townhouse,9791021,Scott,,District 14,32.80348,-96.81279,Entire home/apt,300,2,2,2021-11-27,0.02,1,364,0,
15411661,A Cozy Home in Dallas,69524865,Veronica,,District 1,32.73939,-96.83027,Entire home/apt,104,4,135,2024-05-05,1.45,2,122,17,
15420172,"WARM, COZY Home By the Lake, SMU, State Fair, FUN!",4505460,Judy,,District 9,32.85315,-96.70441,Private room,46,2,79,2024-05-26,0.84,3,211,39,
15454467,Lakewood Private Quarters in the Heart of Dallas,72184929,Gp,,District 9,32.81863,-96.75121,Entire home/apt,119,1,345,2024-06-17,3.73,1,175,28,
15595790,Urban comfort,96993967,Lashonda,,District 4,32.7174,-96.76959,Private room,80,1,0,,,1,364,0,
15708430,14 minutes to Downtown/Fair Park  in East Dallas,2770842,Ericka,,District 7,32.80832,-96.68058,Private room,,1,101,2024-06-08,1.10,1,0,27,
15868576,The Designer Dallas Condo,102864844,Christina,,District 14,32.84966,-96.76371,Entire home/apt,109,20,52,2024-05-06,0.56,2,317,6,
16124597,Stunning Townhome Near Uptown/Downtown/Deep Ellum,73227695,Aj,,District 14,32.79498129660228,-96.79190701474266,Entire home/apt,189,1,321,2024-06-17,3.52,6,363,67,
16175103,El Dorado Shared Space-Solo Travelers Only,59509385,Jeremy,,District 1,32.75621,-96.81205,Shared room,23,30,180,2024-03-31,1.96,5,33,9,
16239694,"Amazing Luxury, Art-Filled Home in Preston Hollow",5742868,Tom And Diane,,District 13,32.88426,-96.78933,Entire home/apt,990,2,27,2023-09-30,0.31,1,351,1,
16353509,Downtown/Deep Ellum Great Location Very Private,605717,Leonard,,District 14,32.78704,-96.78759,Entire home/apt,71,1,1105,2024-06-18,12.12,3,286,140,
16365346,2 BR • Oak Lawn Condo • WFH Setups • Gated Parking,78199259,Minh,,District 14,32.81295,-96.81046,Entire home/apt,150,30,27,2024-02-13,0.30,3,140,3,
16405547,Comfortable (2BR/2BA) Executive Home,885061,Roberto,,District 7,32.79963,-96.70282,Entire home/apt,115,6,69,2024-05-06,0.77,4,141,13,
16418235,Big Private Bedroom in Dallas House I-20 & I-35E,2592644,Mike & Adriana,,District 8,32.63438,-96.82738,Private room,,2,57,2023-07-13,0.63,6,0,3,
16491279,THE CAPSULE || Uniquely Designed Creative Space,56288960,Billy,,District 14,32.81427,-96.79485,Entire home/apt,138,21,24,2024-05-11,0.72,1,230,11,
16507160,The Cozy Owl Cottage - So Close to So Much,57773483,Denise,,District 9,32.8467,-96.74354,Entire home/apt,120,3,140,2024-05-23,1.64,1,244,12,
16648085,"Modern, Dog Friendly Apartment with a Private Patio",102678713,William,,District 2,32.80612,-96.78425,Entire home/apt,109,1,278,2024-06-12,3.13,1,335,43,
16708684,"Near Bishop Arts 
Tiny Blue House",64921836,Jerri,,District 1,32.75089,-96.84728,Entire home/apt,,2,334,2024-04-08,3.70,1,0,31,
16813046,The Blue Room - cozy clean and comfortable.,2592644,Mike & Adriana,,District 8,32.63423231557668,-96.82708617097423,Private room,48,165,50,2023-12-26,0.56,6,180,2,
16914852,"Upscale Townhouse, spacious, quiet, guest bedroom.",59908862,JoAnne,,District 12,32.99018,-96.80626,Private room,42,28,58,2024-05-11,0.65,1,34,3,
16973794,Private Guest Suite in Walkable Lowest Greenville,60226438,Jesse,,District 2,32.81436,-96.77674,Entire home/apt,84,2,101,2024-05-31,1.13,1,55,9,
16984473,Mid-Century Mod Comfort: Business or Pleasure!,684684,Bee,,District 13,32.90517,-96.85647,Entire home/apt,275,30,5,2022-10-02,0.08,1,197,0,
17042714,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,120,56,5,2021-09-30,0.06,122,267,0,
17095923,Private Queen Floor. Pets Welcome!,77565485,Noelle,,District 1,32.74573,-96.86242,Private room,83,1,309,2023-08-31,3.47,2,365,3,
17123019,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80921,-96.7958,Entire home/apt,120,28,5,2022-02-02,0.06,122,267,0,
17125487,Cozy contemporary 2-BR/2-bath condo near SMU,1373416,Rony,,District 14,32.83057,-96.78039,Entire home/apt,98,29,50,2024-06-08,0.56,1,193,4,
17142583,"Designed to Relax, Convenient Dallas Location!",57933646,Vera,,District 11,32.89225,-96.77256,Entire home/apt,85,1,400,2024-06-05,4.47,18,299,30,
17177420,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80921,-96.7958,Entire home/apt,120,28,6,2018-11-05,0.07,122,139,0,
17177697,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80921,-96.7958,Entire home/apt,120,56,7,2022-02-18,0.08,122,267,0,
17211064,Uptown/Katy Trail Chic & Central with Patio!,41923076,Anj,,District 14,32.81617,-96.79579,Entire home/apt,155,2,234,2024-06-03,2.62,9,68,20,
17347001,⭐️KING BED | FREE PARKING | GYM | POOL⭐️,108514926,Dalls,,District 14,32.81503,-96.79189,Entire home/apt,145,28,4,2023-11-16,0.09,122,313,2,
17379958,Uptown Dallas Townhome on Katy Trail!,38689899,James,,District 14,32.81515,-96.79685,Entire home/apt,206,2,96,2024-05-19,1.08,1,342,14,
17400901,King | Free Parking | w/D | SPECIAl Price,112593570,Max,,District 14,32.80221,-96.79254,Entire home/apt,200,20,1,2017-11-21,0.01,24,0,0,
17463770,Custom House Ranked Best by Architecture Digest,41923076,Anj,,District 2,32.80308151245117,-96.78341674804688,Entire home/apt,251,2,291,2024-05-27,3.28,9,70,29,
17478348,North Dallas Quiet Condo,107583316,Anthony,,District 11,32.93983,-96.81188,Entire home/apt,71,30,22,2024-04-05,0.25,2,126,3,
17505582,"4400 sqft 6BR/4BT Lake, pool, boat dock, renovated",57133221,Fang,,District 9,32.91668,-96.5025,Entire home/apt,,3,202,2024-05-27,2.71,1,139,27,
17512017,"AMAZING CONDO, N.DALLAS PERFECT LOC",62476323,Jennifer,,District 10,32.90805,-96.74064,Entire home/apt,82,28,123,2024-06-03,1.40,4,284,17,
17527189,High Demand Private VIP with Heated Pool and Spa!,24407447,Blake,,District 10,32.901573,-96.744301,Entire home/apt,475,2,176,2024-06-14,2.05,14,303,19,
17575785,Quaint & Cozy Tudor for Family 3/2 + May add Apt,35342054,Deborah,,District 9,32.81808,-96.73883,Entire home/apt,,2,93,2024-06-02,1.05,1,0,9,
17612005,"< Dallas House, Large Yard, Pergola & HotTub >",117540337,Veronica,,District 8,32.63702,-96.83529,Entire home/apt,279,2,80,2024-04-28,0.91,2,176,7,
17669809,⭐️⭐️A Premier Location  Heart of Victory Park⭐️⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,20,8,2022-04-03,0.09,122,108,0,
17670164,⭐️⭐️⭐️⭐️ Walk to AA center and Katy Trail ⭐️⭐️⭐️⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,20,7,2019-09-01,0.08,122,88,0,
17679894,⭐️Amazing Heart of VICTORY PARK Downtown ⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,15,4,2019-02-25,0.05,122,106,0,
