id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
851568353547676735,The Pine Villa,486566894,AboutAway,,District 13,32.8629742882661,-96.84593953553888,Entire home/apt,784,30,1,2023-05-29,0.08,6,153,0,
851576769250491035,The Lively Villa,486566894,AboutAway,,District 6,32.87426222719139,-96.84611305549289,Entire home/apt,,3,0,,,6,0,0,
851589378908472979,The Sunset Villa,486566894,AboutAway,,District 2,32.84865073560096,-96.82996562636926,Entire home/apt,809,1,16,2024-04-27,1.09,6,187,14,
851669587595797488,Roomy Renovated Cottage,451650940,Megan,,District 1,32.742314400488674,-96.85933227621793,Entire home/apt,130,2,40,2024-06-09,2.93,3,88,36,
851735140940163741,Your Uptown Condo: 2B/1.5Bath,339755858,Caroline,,District 14,32.8186534360798,-96.79356293383687,Entire home/apt,129,28,3,2024-05-13,0.28,3,290,3,
852484614525872139,Oak Lawn/Uptown Hidden gem,75514959,Tex,,District 14,32.8157621,-96.8117437,Entire home/apt,161,1,14,2024-05-27,1.34,1,32,14,
852927031464181026,New Modern Guesthouse Near Bishop Arts & Medical D,474062421,Becky,,District 1,32.73464531728346,-96.85874784548233,Entire home/apt,90,30,0,,,3,141,0,
852950113744137759,*Luxurious Apartment In Dallas*,104680317,Armani,,District 2,32.78988,-96.80875,Entire home/apt,,1,57,2024-05-20,3.83,1,0,43,
853578592510893303,"New to Airbnb, Modern 1 BR Downtown, Views, Pool 3",36151189,Grace,,District 2,32.77627375130048,-96.79580807195707,Entire home/apt,146,1,8,2024-03-12,0.62,38,325,5,
853624762222185966,"2 BD/2 BA - KING beds, Gated Parking",193512222,Carpediem,,District 14,32.817257243229136,-96.78202772978209,Entire home/apt,48,7,137,2024-06-11,9.54,21,306,119,
853908088135932856,Secluded Luxury Townhome,348325848,Mikayla,,District 1,32.75944542338807,-96.86199398457697,Entire home/apt,1200,1,1,2023-04-03,0.07,1,364,0,
854401276158015940,The Jade Room,217426330,Gary,,District 2,32.79797561940383,-96.77524253726006,Entire home/apt,90,1,52,2024-05-27,3.61,3,268,44,
855222464736564467,Pet friendly Urban Oasis,40907479,Lisa,,District 13,32.88466903730231,-96.85931811422178,Entire home/apt,257,4,4,2024-06-15,0.29,7,345,3,
855352088570131608,1BR in E. Dallas near Downtown and Deep Ellum,439019396,Cassandra,,District 14,32.80806,-96.76173,Entire home/apt,85,3,13,2024-05-19,0.87,10,239,7,
855795063359890656,Walking Distance to the Galleria amazing long/stay,108514926,Dalls,,District 11,32.92836046900213,-96.8207643815108,Entire home/apt,135,56,1,2024-04-10,0.42,122,343,1,
855860917415185498,Amyfinehouse|Spotless 2BR Loft|Pool+Desk+Valet+Gym,36151189,Grace,,District 2,32.77643989611257,-96.79668233019864,Entire home/apt,170,1,11,2024-06-02,0.80,38,249,9,
855916622548661847,Luxury Getaway Mins to DT+City View,243993091,Noemi,,District 2,32.807900947853625,-96.77910494810949,Entire home/apt,333,1,79,2024-06-13,5.40,39,345,66,
855947084422701574,Apartment in Uptown near Downtown Dallas,484520730,Prince Of Persia,,District 14,32.798370960737614,-96.79916101680318,Entire home/apt,133,1,24,2024-01-25,1.61,1,201,22,
856652785471233301,Charming Park Views near Love Field & Downtown!,376775829,Alisha,,District 13,32.85881255987171,-96.84874361210636,Entire home/apt,102,2,20,2024-05-31,1.44,1,166,14,
856931400766598506,Modern Muse Downtown Dallas Loft,392090686,Blessing,,District 14,32.84027354314554,-96.77441030857521,Entire home/apt,169,14,0,,,1,178,0,
857119379070346232,Modern Luxury Townhouse | Uptown & Attractions,389385913,Marina,,District 2,32.804926340832594,-96.8172212214686,Entire home/apt,259,1,21,2024-05-11,1.47,13,325,18,
857166260058373168,Awesome Oak Cliff getaway close to the Action!,456948113,Paula,,District 1,32.75787221775394,-96.86776261831024,Entire home/apt,144,3,43,2024-06-14,3.26,1,336,39,
857226556436551086,Historic Tudor Home near Bishop Arts,507489759,Dafnee,,District 1,32.746847684333865,-96.85770405026244,Entire home/apt,194,2,39,2024-06-02,2.67,1,169,33,
857612198622825863,Modern City Escape with Amazing Views: Gated!,243993091,Noemi,,District 2,32.80743340416733,-96.78106849470959,Entire home/apt,315,1,63,2024-06-02,4.25,39,355,48,
857614641788607358,Stylish Downtown Dallas Stay with Gorgeous Views!,243993091,Noemi,,District 2,32.805708182006605,-96.78131352534687,Entire home/apt,274,1,41,2024-06-16,2.80,39,359,33,
857616683440576789,Downtown Dallas+Walk Score 95+Rooftop+2 Car Garage,243993091,Noemi,,District 2,32.77936144496212,-96.79158884519263,Entire home/apt,330,1,65,2024-06-16,4.59,39,346,52,
857846885073063341,"Heart of Dallas - Cozy Apt, 2Bed, Pool, Green",138601686,Matt,,District 11,32.96902129319392,-96.81753187793834,Entire home/apt,117,1,34,2024-05-24,2.36,7,357,26,
858017565174727701,Lakewood Townhome - Oram Street,28536042,Donna,,District 14,32.8135116,-96.76642539999999,Entire home/apt,350,3,0,,,2,355,0,
858041424092467119,Lakewood Tutor - Pool & Hot Tub,28536042,Donna,,District 14,32.8164308,-96.7593662,Entire home/apt,280,1,0,,,2,169,0,
858288392112755069,Orange Theory: Downtown Jewel,118010932,Annastacia,,District 2,32.79705276904741,-96.77450699120745,Entire home/apt,80,2,30,2024-06-03,2.02,2,361,22,
859556065467257222,Mr. Nomad: Casa Bohem in Uptown,6108970,Citizen Nomad,,District 14,32.80659635707059,-96.81092706804964,Entire home/apt,163,2,78,2024-06-09,5.39,7,312,63,
859708931985081593,Entire Apt Near I-75 Downtown Dallas!,248709880,Tarikka,,District 13,32.87524021023091,-96.7661376267464,Entire home/apt,73,1,64,2024-06-15,5.08,1,314,62,
860024752585807928,"Posh, Fresh, King Bed, Wi-fi",303776351,Roger,,District 12,33.00858239573633,-96.82669299620412,Entire home/apt,152,1,55,2024-05-25,3.95,8,167,47,
860082935745661036,No clean fee Walk to DT/Arts District/Deep Ellum.,413515801,Michael,,District 14,32.79538107944196,-96.78545605391264,Private room,68,1,73,2024-06-16,4.98,2,339,61,
860797806890021695,"Posh, Fresh, King Bed, Wi-fi",303776351,Roger,,District 12,33.006610731501915,-96.82627877654278,Entire home/apt,160,1,47,2024-05-11,3.20,8,166,33,
860920597197692250,Private Suite at The BLAQ House,224872744,Santasha,,District 6,32.778720211289595,-96.84804398914976,Entire home/apt,103,2,41,2024-06-11,2.83,1,9,32,
861050168915924004,Dallas Townhouse Skyline Views!,303183069,Julissa,,District 14,32.791889738295644,-96.78700666857188,Entire home/apt,352,2,13,2024-04-14,1.02,1,177,8,
861533510459731440,FULL HOUSE 7 BEDS 2.5 BATHS Blue Strips Home Inc.,361866714,Zackery,,District 7,32.76923396078416,-96.76108774418029,Entire home/apt,209,1,42,2024-06-09,3.17,1,338,36,
861552297707309695,*NEW* Walkable to Lower Greenville with Rooftop,168570791,Camilla,,District 14,32.81609723436877,-96.76773682998586,Entire home/apt,250,3,6,2024-03-15,0.42,4,172,2,
861584142366925096,Ritzy Majestic | King Bed | Free Parking and Water,479950078,Patience,,District 13,32.87663,-96.76667,Entire home/apt,137,1,74,2024-06-12,5.07,2,358,59,
861675918398124982,Urban Haven: Downtown/South Dallas/Uptown,133026210,Ernest,,District 7,32.76919,-96.75059,Entire home/apt,205,2,14,2024-06-03,1.08,1,247,12,
861711756348797498,Hidden Gem in Deep Ellum: Parking + Near DT Dallas,508421819,Demetrius,,District 2,32.807633855450895,-96.77274324874989,Entire home/apt,,1,18,2024-03-17,1.25,1,0,15,
861805653283561800,2 KING BEDS! Central! - Long stay discount!,449641244,Stand Out Stays,,District 6,32.768066836261895,-96.83978170304623,Entire home/apt,157,1,64,2024-06-02,4.35,7,179,50,
861861971513923638,Moda Lux Studio near American Airlines Center - D,483533116,Paul,,District 6,32.79237671815014,-96.81651066029742,Entire home/apt,147,1,24,2024-05-30,1.64,32,355,23,
861891078065080326,Moda Lux 1BR near American Airlines Center - B,483533116,Paul,,District 6,32.7943,-96.81491,Entire home/apt,164,1,56,2024-05-18,3.87,32,358,47,
861895782761648637,Moda Lux 1BR near American Airlines Center - C,483533116,Paul,,District 6,32.79261,-96.81698,Entire home/apt,160,1,44,2024-05-26,3.03,32,358,36,
861898844850538916,Moda Lux 1BR near American Airlines Center - E,483533116,Paul,,District 6,32.7929615987773,-96.81664792647659,Entire home/apt,151,1,33,2024-04-06,2.29,32,362,21,
861902529484108221,Moda Lux 1BR near American Airlines Center - F,483533116,Paul,,District 6,32.79289020039651,-96.81453437209157,Entire home/apt,163,1,35,2024-05-28,2.44,32,358,32,
862119269564716281,"Posh, Fresh, Free wi-fi, coffee",303776351,Roger,,District 12,33.008668699385844,-96.82671621408058,Entire home/apt,155,1,39,2024-05-16,2.71,8,168,30,
862405927286954390,"West Village/ Dallas, Prime Location, Top Floor",315872315,Cort,,District 14,32.80818435728471,-96.79907924673145,Entire home/apt,187,1,83,2024-06-13,5.86,2,0,66,
862434998761369892,Newly renovated Dallas home!,508576604,PJ Global,,District 2,32.81509714994439,-96.85559755903338,Entire home/apt,114,2,58,2024-05-20,3.96,1,173,45,
862644160864028973,cozy and spacious apartment,508620698,Maya,,District 10,32.86960014418893,-96.73466248761251,Entire home/apt,80,1,2,2023-05-13,0.14,1,313,0,
862865522129389919,Stay,2530124,Ebbie,,District 2,32.821966458635565,-96.84106549493696,Entire home/apt,190,180,8,2023-07-30,0.57,1,190,4,
862928533945150846,Luxury Dallas Home | Game Room | Fire Pit,422507567,Nancy,,District 14,32.8215666,-96.7825112,Entire home/apt,503,2,17,2024-04-10,1.26,2,214,15,
863272368187024005,2 bedroom 2 bathroom condominium,23932319,Omar,,District 14,32.84829175823959,-96.76551962755319,Entire home/apt,108,29,1,2023-05-14,0.07,3,320,0,
863379550388151216,"Posh, Fresh, Free wi-fi, coffee",303776351,Roger,,District 12,33.00816583561945,-96.82627107546061,Entire home/apt,164,1,35,2024-05-18,2.63,8,167,30,
863512274722166415,Modern Cozy Contemporary Home,440353994,C,,District 5,32.759864433079294,-96.66715060318884,Private room,77,14,0,,,1,364,0,
863901186089166223,No Cleaning Fee. Walk to Downtown and Deep Ellum,413515801,Michael,,District 14,32.7950545,-96.7854837,Private room,58,1,82,2024-06-13,5.60,2,92,80,
864377765927402185,White Rock Lake Triplex,52691500,Mario,,District 9,32.85956,-96.67773,Entire home/apt,160,2,0,,,3,64,0,
864400416686446593,Spacious and morden-1bed 1 bath @bishopart,452920080,Silicon,,District 1,32.74871066797979,-96.8503592201841,Entire home/apt,85,2,50,2024-05-31,3.48,1,54,42,
864501030829690930,King's Court @ MedCenter Dallas | UTSW | Lovefield,339857476,Andela,,District 2,32.82615,-96.85128,Entire home/apt,155,1,3,2023-10-15,0.21,13,261,2,
864778478255052859,1 Bed Apt Near Everything,114702110,Jess,,District 4,32.742387543909594,-96.78901557127975,Entire home/apt,120,2,2,2024-04-08,0.25,2,299,2,
865172998546129256,The Everly @ MedCenter | Lovefield | UTSW | Dallas,339857476,Andela,,District 2,32.82810605317549,-96.85053075254724,Entire home/apt,150,1,0,,,13,260,0,
865202327608310265,Gleaming Lower Greenville,308850424,Libby,,District 14,32.812137962139815,-96.76721532416023,Entire home/apt,817,30,4,2023-11-26,0.29,9,365,3,
865298781520934989,Fully Equipped 1BR w/ King Bed.,270145910,Bright,,District 11,32.93934417716126,-96.81042548916813,Entire home/apt,70,1,33,2024-06-05,2.32,1,361,31,
865449429784032797,Private Room downtown Dallas,469311339,Chanh,,District 6,32.78425252238324,-96.87228487033053,Private room,48,1,2,2023-08-31,0.18,12,299,2,
866026001017051923,Lavish Getaway in the Heart of Dallas,435488432,Paul,,District 4,32.73914787758902,-96.8037153866624,Entire home/apt,170,1,23,2024-05-26,1.67,2,247,17,
866180840193295712,Home away from Home,249888666,Amarion,,District 8,32.65960208053855,-96.88541628420354,Entire home/apt,82,3,0,,,1,83,0,
866621966824337063,Spacious Unit w/ Kitchen! Sports & BBQ Facilities!,501999514,RoomPicks,,District 10,32.91702,-96.74262,Hotel room,999,1,0,,,61,357,0,
866622814238959950,Shopping Spree at The Galleria Dallas! W/ Parking!,501999514,RoomPicks,,District 10,32.917162415881606,-96.74408034229393,Hotel room,,1,1,2024-05-19,0.91,61,364,1,
866623778495494057,FIDO-friendly Suite w/ Full Kitchen! Sports Court!,501999514,RoomPicks,,District 10,32.91890544744137,-96.74242925233719,Hotel room,,1,4,2024-04-21,0.33,61,364,4,
866844789498240405,Cozy Room for Rent,509479928,Shabeth,,District 5,32.72807149613595,-96.71685277162085,Private room,52,2,0,,,1,88,0,
866893229760266060,"Yes,",503507831,Yosheka,,District 11,32.90162119506437,-96.77953168124382,Entire home/apt,833,83,0,,,1,358,0,
867439548439933338,12 Bed home 8 Mins from Downtown,225666734,Luxe Lofts,,District 6,32.7835146,-96.87711739999999,Entire home/apt,713,1,11,2023-10-29,0.76,1,363,4,
867463637964006885,Downtown Modern Oasis | Huge Backyard,63977644,Destiny,,District 6,32.78897535977698,-96.8450430649285,Entire home/apt,375,2,17,2024-05-27,1.20,4,158,15,
867973132899620054,Private Room In Newly Renovated Home,76229649,Remy,,District 1,32.74412418520271,-96.86040201931503,Private room,50,31,0,,,2,313,0,
868080535770124540,Red door Cottage,101979292,Jenny,,District 2,32.83692077679204,-96.86229984321456,Private room,113,2,4,2023-09-25,0.36,1,89,4,
868261345134679384,Contemporary and Opulent Residence in Dallas,435488432,Paul,,District 4,32.737901118400046,-96.80116832374982,Entire home/apt,171,1,2,2024-04-07,0.19,2,247,2,
868388555830486123,Turret House | Knox-Henderson | SMU,410291824,Alex & Dania,,District 14,32.81876,-96.78312,Entire home/apt,779,30,3,2023-05-29,0.22,13,364,0,
868413012645950934,"2BR High-Rise w/Pool by AAC, DTX",120814573,Nicholas,,District 2,32.7897464840226,-96.81022781252005,Entire home/apt,280,30,0,,,2,304,0,
868757615154351059,Barsala | Spacious Townhouse Close to Everything,503273607,Barsala Dallas,,District 2,32.8063341115747,-96.8222704459087,Entire home/apt,749,2,16,2024-06-16,1.21,1,51,14,
868978178026546355,CozySuites | TWO Classy Apartments w/ SKY POOL,372592509,CozySuites Dallas,,District 14,32.78375043758782,-96.80148716131383,Entire home/apt,424,2,2,2023-10-10,0.15,48,313,1,
869145538416332870,Modern exclusive Oasis,15751176,Avi,,District 13,32.875747,-96.7597083,Entire home/apt,91,21,0,,,6,305,0,
869195879750723448,Modern Downtown Home + Skyline Fireplace Views,257704044,Eddie,,District 2,32.769064002920686,-96.79302146593771,Entire home/apt,171,1,17,2024-05-23,1.23,5,316,11,
869634814354551754,"Modern luxury, paradise",395748661,Abraham,,District 13,32.87671393545876,-96.75920257760909,Entire home/apt,92,21,5,2024-04-29,0.63,5,304,5,
869680946841418097,Private Uptown Home - 3B/2B Bungalow in Dallas DFW,308929607,Adriana,,District 2,32.80358351876441,-96.78223637322158,Entire home/apt,230,1,10,2024-06-04,0.72,14,76,8,
870966292970907542,Dallas Room w/ Pool & Hot Tub,12931456,Allan,,District 1,32.76614841412021,-96.83591594919562,Private room,52,1,123,2024-06-18,10.42,1,258,123,
871097793727063859,Modern Queen Private Room w/ TV In Oak Cliff,31628738,Sally,,District 1,32.72645046797625,-96.83787406899835,Private room,53,2,18,2024-06-03,1.29,14,305,17,
871166047247310482,Cozy KatyTrail/SMU/Knox Henderson/HP Condo,189433970,Anthony,,District 14,32.819374199188985,-96.79507655049325,Entire home/apt,199,30,17,2024-06-01,1.24,1,304,15,
871332543038089232,Glam Paradise 5BRs DWTN Dallas,347685252,Vartan,,District 6,32.7808088,-96.85049029999999,Entire home/apt,394,2,18,2024-05-25,1.48,2,326,18,
871669583849013320,Cozy Private apt near SMU and shopping center,509474445,Avira,,District 9,32.856120146329914,-96.74681561440049,Entire home/apt,79,4,6,2024-05-30,0.47,9,252,5,
871671266696030976,Brightly @ Med Center 1BDDallas,339857476,Andela,,District 2,32.82799,-96.849,Entire home/apt,155,1,4,2024-02-24,0.28,13,261,3,
871676564322318939,Cozy whole Apt in Dallas Perfect location washer\D,509474445,Avira,,District 10,32.872505766728764,-96.73535722107844,Entire home/apt,79,4,5,2024-04-01,0.40,9,222,4,
871682902851513898,*12 Min from Downtown Dallas*,346060613,Chelsea,,District 3,32.707458947886096,-96.89211853684645,Entire home/apt,89,2,5,2023-05-28,0.35,1,77,0,
871806244362508429,Direct Access to Park-Lake-Pool,395823,Keith,,District 9,32.86043073913127,-96.71133175846185,Entire home/apt,624,2,20,2024-06-17,1.42,8,340,15,
872050469047828310,Peaceful Queen Private Room w/ TV In Oak Cliff,31628738,Sally,,District 1,32.72634040644804,-96.83931383473447,Private room,48,2,13,2024-02-13,0.92,14,354,9,
872055883996568569,"Large Queen Suite w/ Private Bathroom and 40"" TV",31628738,Sally,,District 1,32.72790773454178,-96.83759209291772,Private room,60,2,5,2023-10-25,0.35,14,313,4,
872059922753756872,Peaceful and Modern Stay Near Bishop Arts District,31628738,Sally,,District 1,32.72823,-96.83947,Entire home/apt,74,2,18,2024-06-01,1.29,14,271,14,
872327599457737589,Private Oasis 3BR King Bed BBQ Foosball Culdesac,50163819,Steve,,District 12,33.0035443,-96.84871030000001,Entire home/apt,269,3,55,2024-06-16,3.88,1,60,45,
872379088820701893,1mile to SMU! 2min Walk to Restaurants!,85191538,Mac,,District 9,32.83589,-96.75039,Entire home/apt,200,1,72,2024-05-30,5.12,10,61,56,
872432498852927620,Enchanting city escape,76661556,Tadeo,,District 1,32.74619034332497,-96.85816214988927,Entire home/apt,159,28,0,,,2,78,0,
872440104072862199,Dallas Modern Natural Light Minimalism,95439068,Daniel,,District 2,32.80961155505697,-96.77998088272432,Entire home/apt,495,31,0,,,1,341,0,
872518791742112414,Lux living Downtown DTX,166230314,Tee,,District 2,32.77196,-96.78428,Entire home/apt,300,1,0,,,2,355,0,
872604923721518699,Adorable Cozy Getaway,436972240,SetroGlobal,,District 2,32.81819034282662,-96.82007356699286,Entire home/apt,120,30,14,2023-10-22,1.02,2,201,7,
872612456443635805,"Lovely, Historic, Central - Med Dist, Uptown, DAL",9124824,Kevin,,District 14,32.81212580897828,-96.80773019024484,Entire home/apt,14,30,4,2024-03-01,0.30,14,293,3,
872719574700901299,Quaint spacious home with a big backyard,33079865,Mark,,District 4,32.72345089188673,-96.80025246298985,Entire home/apt,261,1,7,2023-11-27,0.55,1,364,5,
873070179847354720,Luxury Home near Dos Equis AAC and Downtown Dallas,440702827,Elizabeth,,District 7,32.76608931129122,-96.76714160461498,Entire home/apt,175,2,71,2024-06-10,5.10,1,40,62,
873124175874108860,Chic BoHo Studio in Bishop Arts,483907295,Khang,,District 1,32.74809607420776,-96.85055632489761,Entire home/apt,109,1,56,2024-06-10,3.96,5,356,49,
873202824170357197,Relaxing gaming pad.,262004358,Allen,,District 6,32.78597071145393,-96.8810843104167,Entire home/apt,151,1,155,2024-06-17,11.45,1,287,135,
873289836092876448,City Serenity- two bedroom condo,52127894,Andre,,District 12,33.002605900021315,-96.80356930471483,Entire home/apt,124,5,6,2024-04-10,0.60,13,312,6,
873411859556434019,Rooftop View|Close to Downtown|BBQ|Dallas Townhome,7834395,Jody,,District 14,32.79575215616962,-96.78389579879159,Entire home/apt,180,28,1,2024-04-29,0.57,1,164,1,
873956344286187413,3bd/ 2ba Home 10 min From City,9716050,Aja,,District 4,32.704359953078665,-96.80122019431408,Entire home/apt,,30,10,2024-05-08,1.05,1,1,10,
873994502548160011,Kessler Smith Estate,510992159,Lacie,,District 1,32.7566037,-96.84493789999999,Entire home/apt,179,3,35,2024-06-14,2.71,1,169,33,
874126994980188632,"Downtown Dallas, 1 King Bed+ Walk to attractions",93185738,GracefullyMadeStays,,District 14,32.78074574149594,-96.79774114109127,Entire home/apt,115,2,27,2024-06-03,2.00,1,37,24,
874452703178179883,Chic Uptown Condo-UTSW Central for Busn Travel,385719508,Angela,,District 14,32.82158718717146,-96.81247179658233,Entire home/apt,101,3,20,2024-02-11,1.44,1,260,17,
875507439056892409,Large private queen bedroom,293495495,Emily,,District 6,32.9135,-96.86047,Private room,32,31,2,2024-06-08,0.33,2,140,2,
875556240508378317,Convenient Location~ Cute 1 Bedroom Apt!,2498001,Noah,,District 4,32.72059,-96.8076,Entire home/apt,81,2,9,2024-05-07,0.70,6,180,8,
875626583827596492,Cute 1BR Dallas ~ Convenient Location,2498001,Noah,,District 4,32.7192032243516,-96.80638844573481,Entire home/apt,79,2,7,2024-03-06,0.61,6,193,7,
876029582542799642,Cozy 2BR near Galleria Mall,509474445,Avira,,District 13,32.92428469082272,-96.81018224796384,Entire home/apt,87,3,8,2024-04-10,0.62,9,239,6,
876063775929021944,"whole Apartment, Pool, SMU & North Park Mall W/D p",509474445,Avira,,District 13,32.875097535538025,-96.76079063491308,Entire home/apt,93,4,0,,,9,324,0,
876072175297291247,Amazing Place swimming pool and shopping Centers R,509474445,Avira,,District 11,32.88680541600993,-96.77310872312584,Entire home/apt,89,4,1,2023-09-19,0.11,9,266,1,
876328701995697485,Dallas Downtowner,325575737,David,,District 2,32.80984,-96.82308,Entire home/apt,77,2,39,2024-05-29,3.91,2,245,39,
876544172000085788,"Downtown Dallas CozySuites w/ roof pool, gym #6",372592509,CozySuites Dallas,,District 14,32.7830199,-96.80086539999999,Entire home/apt,104,2,13,2024-04-13,0.95,48,323,12,
876997097414858298,House of Blue - STR,62346093,Joyce,,District 10,32.88903,-96.73688,Entire home/apt,759,3,4,2023-07-03,0.30,1,53,1,
877644304578656052,Amazing Downtown Penthouse W/ Private Rooftop deck,509457331,Skyrun Dallas,,District 14,32.7837585,-96.8008146,Entire home/apt,277,1,26,2024-04-20,1.94,21,27,23,
877667458694872508,New 1 bedroom walk to Bishop Art,419519764,Lani,,District 1,32.75150108332372,-96.8348942313969,Entire home/apt,100,2,0,,,6,169,0,
877692447464418049,"Fun, Comfy & Spacious Gem | Pets Welcome! | W&D!",378270433,Argest,,District 2,32.7941915617958,-96.77702617831233,Entire home/apt,,1,11,2024-04-09,0.86,5,0,10,
878160618507982131,TCH - 4BR/2.5BA Home in Dallas - KC,33134383,David,,District 12,33.00318728005356,-96.79830625674472,Entire home/apt,275,30,0,,,9,169,0,
878203495571610053,Luxury High Rise 2BR/2BA w/City & Pool Views,81125679,Cris,,District 2,32.7908236,-96.8090658,Entire home/apt,550,2,20,2024-06-08,1.54,1,64,17,
878267528726145926,Luxury Apartment in Victory Park,511458464,Wendell,,District 2,32.78996597744722,-96.80808293726511,Entire home/apt,265,2,23,2024-05-26,1.80,2,165,21,
878333744566580078,Brand New - Modern Townhome in Dallas,511458464,Wendell,,District 4,32.74414154475492,-96.78900166342432,Entire home/apt,300,2,11,2024-05-27,0.89,2,159,10,
879040836215046679,"Brand New - PRIME Location,  Huge Yard + HOT TUB",73407361,Mesh,,District 2,32.84175163956282,-96.83269347082835,Entire home/apt,375,2,10,2024-06-15,0.86,5,330,10,
879262777173673775,Cozy Home in Southeast Dallas,511614462,Chukwuka,,District 8,32.68555,-96.65058,Entire home/apt,170,30,3,2023-12-15,0.23,1,353,2,
880274386930726742,King Bed-Pool-Hot Tub-Gym-Uptown-Pet Friendly,512308849,Michael,,District 14,32.802180472979245,-96.79116218537436,Entire home/apt,360,1,10,2023-10-22,0.74,1,90,6,
880730508121627862,King Bed-Gym-Uptown-Pet Friendly,512404954,Ronald,,District 14,32.80085271685185,-96.79129437746597,Entire home/apt,130,1,30,2024-05-19,2.20,1,1,27,
881422197630484578,Charming 1Bd in the Heart of the Downtown,366713392,Aysia,,District 2,32.78278396905983,-96.77948157744126,Entire home/apt,100,1,95,2024-06-16,6.93,3,350,81,
881450194735632818,"Posh, fresh, King Bed, Moo Town",303776351,Roger,,District 12,33.006993167780365,-96.82822635881362,Entire home/apt,152,1,40,2024-06-12,3.02,8,168,35,
881932211745042236,Condominium in Dallas/Richardson (Room 2),50845115,Sabrina,,District 10,32.922829288471476,-96.73549730788508,Private room,61,2,15,2024-04-29,1.15,1,318,14,
881946546245201548,"Chic Dallas Vacation Rental: Pool, Walk to Knox St",456475914,Evolve,,District 14,32.82636,-96.7854,Entire home/apt,108,2,1,2023-10-19,0.12,37,121,1,
881949085830797933,Stylish Knox Henderson Condo w/ Community Pool!,456475914,Evolve,,District 14,32.82636,-96.7854,Entire home/apt,56,2,3,2024-02-29,0.25,37,162,3,
881949434696721821,Comfortable & Artsy Dallas Condo w/ Community Pool,456475914,Evolve,,District 14,32.82636,-96.7854,Entire home/apt,86,2,4,2024-04-06,0.32,37,167,3,
881959206000149237,Serene Dallas Vacation Rental - Walkable Location!,456475914,Evolve,,District 14,32.82636,-96.7854,Entire home/apt,75,2,4,2023-07-25,0.33,37,188,4,
881964622388561333,Contemporary Dallas Condo w/ Pool Access!,456475914,Evolve,,District 14,32.82636,-96.7854,Entire home/apt,101,2,6,2024-04-09,0.49,37,185,5,
882106938168144480,Room and exercise equipment,509333891,Julio C,,District 6,32.7905355637103,-96.8793912503916,Private room,80,3,0,,,1,87,0,
882118835912162492,Cozy home Historic Dallas/Airport/Downtown Close!,236678127,Bret,,District 6,32.7918,-96.87478,Entire home/apt,169,1,41,2023-12-27,3.17,2,0,34,
882177047397269602,Charming Bishop Arts Loft,53182137,Noely,,District 1,32.749621,-96.8298731,Entire home/apt,87,1,49,2024-04-07,3.84,1,138,46,
882397872267956445,Group Buyout | 2 Townhouses | Coworking Space,270320740,Michael,,District 2,32.80798098289162,-96.82215626397426,Entire home/apt,738,3,7,2024-04-26,0.64,5,51,7,
882494914266549899,"Stylish condo, heart of Downtown, free parking",512790360,Mona,,District 14,32.78188073593192,-96.79697409212172,Entire home/apt,163,1,65,2024-06-14,5.13,2,244,63,
882558117694024870,The Ellsworth House @ Greenville,177651292,Allen,,District 14,32.833793084231395,-96.77287577769432,Entire home/apt,359,3,23,2024-06-02,1.88,1,339,22,
882561439771304771,Queens Hotel,228982253,Mallory,,District 2,32.81008513750036,-96.77423162825889,Entire home/apt,82,1,94,2024-06-16,6.88,3,316,81,
882673736002166893,Bamboo&Linen | Kessler retreat,460622914,Alexandra,,District 1,32.758,-96.82719,Entire home/apt,132,1,104,2024-06-05,7.90,3,122,95,
882706909564735056,Spacious Downtown Dallas Home! Walkable + Rooftop!,243993091,Noemi,,District 2,32.78053357756028,-96.79006878489406,Entire home/apt,286,1,63,2024-06-18,4.77,39,343,59,
882765730757339326,"Bold, Spacious, Oak Lawn Apt - Med District, UTSW",9124824,Kevin,,District 2,32.81370573054127,-96.81577333215854,Entire home/apt,57,30,4,2024-06-05,0.38,14,318,4,
883258632122287911,Vacation Rental Near Downtown Dallas: 4 Miles Away,456475914,Evolve,,District 14,32.82636,-96.7854,Entire home/apt,64,2,4,2024-04-11,0.37,37,167,4,
883333324080800287,Cozy home in the heart of Dallas - Lakewood,19006818,Rachael,,District 9,32.8406222,-96.744158,Entire home/apt,250,1,4,2024-04-21,0.31,1,24,3,
883336978072948341,Bright & Quiet 2 BR Home in Oak Cliff,31628738,Sally,,District 1,32.7381036229377,-96.83183738619203,Entire home/apt,113,2,37,2024-05-19,2.82,14,303,33,
883531811236981157,Adorable Uptown Condo | Ideal for long stays!,513037229,Kiera,,District 2,32.819490894385055,-96.8310689438616,Entire home/apt,85,2,10,2024-06-03,0.79,1,210,9,
883629292089909393,Queen Suite Near Downtown Free Parking/Netflix,506649012,Legends Property Solutions,,District 2,32.79461,-96.77579,Entire home/apt,82,1,26,2024-06-16,1.97,2,310,22,
883705019760996273,Moda Lux 1BR near American Airlines Center - A,483533116,Paul,,District 6,32.792078908137924,-96.81607580311733,Entire home/apt,155,1,45,2024-06-03,3.39,32,358,41,
